player_name,player_url,year,team_name,team_url,age,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
Abbie Cox,/players/c/coxab01.html,1934,,,29,3,,0,1,1,8,,,,3.61,0,133,,,,,,0,0,0,0
Wilf Cude,/players/c/cudewi01.html,1934,,,23,30,,16,6,8,47,,,,1.47,5,1920,,,,,,0,0,0,0
Charlie Gardiner,/players/g/gardich01.html,1934,CBH,/teams/CBH/1934.html,29,48,,20,17,11,83,,,,1.63,10,3050,,,,,,0,0,0,0
Benny Grant,/players/g/grantbe01.html,1934,NYA,/teams/NYA/1934.html,25,5,,1,4,0,18,,,,3.38,1,320,,,,,,0,0,0,0
George Hainsworth,/players/h/hainsge01.html,1934,TOR,/teams/TOR/1934.html,38,48,,26,13,9,119,,,,2.37,3,3010,,,,,,0,0,0,0
Percy Jackson,/players/j/jackspe01.html,1934,NYA,/teams/NYA/1934.html,26,1,,0,1,0,9,,,,9.00,0,60,,,,,,0,0,0,0
Dave Kerr,/players/k/kerrda01.html,1934,MTM,/teams/MTM/1934.html,24,48,,19,18,11,122,,,,2.39,6,3060,,,,,,0,0,0,0
John Ross Roach,/players/r/roachjo01.html,1934,DET,/teams/DET/1934.html,33,19,,9,8,1,45,,,,2.62,1,1030,,,,,,0,0,0,0
Moe Roberts,/players/r/robermo01.html,1934,NYA,/teams/NYA/1934.html,28,6,,1,4,0,25,,,,4.46,0,336,,,,,,0,0,0,0
Tiny Thompson,/players/t/thompti01.html,1934,BOS,/teams/BOS/1934.html,30,48,,18,25,5,130,,,,2.62,5,2980,,,,,,0,0,0,0
Roy Worters,/players/w/wortero01.html,1934,NYA,/teams/NYA/1934.html,33,36,,12,13,10,75,,,,2.01,4,2240,,,,,,0,0,0,0
Doug Young,/players/y/youngdo01.html,1934,DET,/teams/DET/1934.html,25,1,,0,0,0,1,,,,2.86,0,21,,,,,,4,0,4,36
Andy Aitkenhead,/players/a/aitkean01.html,1935,NYR,/teams/NYR/1935.html,30,10,,3,7,0,37,,,,3.64,1,610,,,,,,0,0,0,0
Bill Beveridge,/players/b/beverbi01.html,1935,STE,/teams/STE/1935.html,25,48,,11,31,6,144,,,,2.89,3,2990,,,,,,0,0,0,0
Lorne Chabot,/players/c/chabolo01.html,1935,CBH,/teams/CBH/1935.html,34,48,,26,17,5,88,,,,1.80,8,2940,,,,,,0,0,0,0
Charlie Conacher,/players/c/conacch01.html,1935,TOR,/teams/TOR/1935.html,25,1,,0,0,0,0,,,,0.00,0,3,,,,,,36,21,57,24
Alec Connell,/players/c/conneal01.html,1935,MTM,/teams/MTM/1935.html,32,48,,24,19,5,92,,,,1.86,9,2970,,,,,,0,0,0,0
Wilf Cude,/players/c/cudewi01.html,1935,MTL,/teams/MTL/1935.html,24,48,,19,23,6,145,,,,2.94,1,2960,,,,,,0,0,0,0
George Hainsworth,/players/h/hainsge01.html,1935,TOR,/teams/TOR/1935.html,39,48,,30,14,4,111,,,,2.25,8,2957,,,,,,0,0,0,0
Percy Jackson,/players/j/jackspe01.html,1935,NYR,/teams/NYR/1935.html,27,1,,0,1,0,8,,,,8.00,0,60,,,,,,0,0,0,0
Dave Kerr,/players/k/kerrda01.html,1935,NYR,/teams/NYR/1935.html,25,37,,19,12,6,94,,,,2.46,4,2290,,,,,,0,0,0,0
John Ross Roach,/players/r/roachjo01.html,1935,DET,/teams/DET/1935.html,34,23,,7,11,5,62,,,,2.55,4,1460,,,,,,0,0,0,0
Normie Smith,/players/s/smithno01.html,1935,DET,/teams/DET/1935.html,26,25,,12,11,2,52,,,,2.01,2,1550,,,,,,0,0,0,0
Tiny Thompson,/players/t/thompti01.html,1935,BOS,/teams/BOS/1935.html,31,48,,26,16,6,112,,,,2.26,8,2970,,,,,,0,0,0,0
Roy Worters,/players/w/wortero01.html,1935,NYA,/teams/NYA/1935.html,34,48,,12,27,9,142,,,,2.84,3,3000,,,,,,0,0,0,0
Bill Beveridge,/players/b/beverbi01.html,1936,MTM,/teams/MTM/1936.html,26,32,,14,13,5,71,,,,2.16,1,1970,,,,,,0,0,0,0
Lorne Chabot,/players/c/chabolo01.html,1936,MTM,/teams/MTM/1936.html,35,16,,8,3,5,35,,,,2.08,2,1010,,,,,,0,0,0,0
Abbie Cox,/players/c/coxab01.html,1936,MTL,/teams/MTL/1936.html,31,1,,0,0,1,1,,,,0.86,0,70,,,,,,0,0,0,0
Wilf Cude,/players/c/cudewi01.html,1936,MTL,/teams/MTL/1936.html,25,47,,11,26,10,122,,,,2.49,6,2940,,,,,,0,0,0,0
Bert Gardiner,/players/g/gardibe01.html,1936,NYR,/teams/NYR/1936.html,22,1,,1,0,0,1,,,,1.00,0,60,,,,,,0,0,0,0
George Hainsworth,/players/h/hainsge01.html,1936,TOR,/teams/TOR/1936.html,40,48,,23,19,6,106,,,,2.12,8,3000,,,,,,0,0,0,0
Percy Jackson,/players/j/jackspe01.html,1936,BOS,/teams/BOS/1936.html,28,1,,0,0,0,1,,,,1.50,0,40,,,,,,0,0,0,0
Mike Karakas,/players/k/karakmi01.html,1936,CBH,/teams/CBH/1936.html,24,48,,21,19,8,92,,,,1.85,9,2990,,,,,,0,0,0,0
Dave Kerr,/players/k/kerrda01.html,1936,NYR,/teams/NYR/1936.html,26,47,,18,17,12,95,,,,1.91,8,2980,,,,,,0,0,0,0
Normie Smith,/players/s/smithno01.html,1936,DET,/teams/DET/1936.html,27,48,,24,16,8,103,,,,2.04,6,3030,,,,,,0,0,0,0
Tiny Thompson,/players/t/thompti01.html,1936,BOS,/teams/BOS/1936.html,32,48,,22,20,6,82,,,,1.68,10,2930,,,,,,0,1,1,0
Roy Worters,/players/w/wortero01.html,1936,NYA,/teams/NYA/1936.html,35,48,,16,25,7,122,,,,2.44,3,3000,,,,,,0,0,0,0
Bill Beveridge,/players/b/beverbi01.html,1937,MTM,/teams/MTM/1937.html,27,21,,12,6,3,47,,,,2.19,1,1290,,,,,,0,0,0,0
Turk Broda,/players/b/brodatu01.html,1937,TOR,/teams/TOR/1937.html,22,45,,22,19,4,106,,,,2.30,3,2770,,,,,,0,0,0,0
Lorne Chabot,/players/c/chabolo01.html,1937,NYA,/teams/NYA/1937.html,36,6,,2,3,1,25,,,,4.05,1,370,,,,,,0,0,0,0
Alec Connell,/players/c/conneal01.html,1937,MTM,/teams/MTM/1937.html,34,27,,10,11,6,63,,,,2.21,2,1710,,,,,,0,0,0,0
Tom Cook,/players/c/cookto01.html,1937,CBH,/teams/CBH/1937.html,29,1,,0,0,0,0,,,,0.00,0,2,,,,,,0,2,2,0
Wilf Cude,/players/c/cudewi01.html,1937,MTL,/teams/MTL/1937.html,26,44,,22,17,5,99,,,,2.18,5,2730,,,,,,0,0,0,0
George Hainsworth,/players/h/hainsge01.html,1937,,,41,7,,2,3,2,21,,,,2.74,0,460,,,,,,0,0,0,0
Mike Karakas,/players/k/karakmi01.html,1937,CBH,/teams/CBH/1937.html,25,48,,14,27,7,131,,,,2.64,5,2976,,,,,,0,0,0,2
Dave Kerr,/players/k/kerrda01.html,1937,NYR,/teams/NYR/1937.html,27,48,,19,20,9,106,,,,2.11,4,3020,,,,,,0,0,0,0
Alfie Moore,/players/m/mooreal01.html,1937,NYA,/teams/NYA/1937.html,31,18,,7,11,0,64,,,,3.46,1,1110,,,,,,0,0,0,0
Normie Smith,/players/s/smithno01.html,1937,DET,/teams/DET/1937.html,28,48,,25,14,9,102,,,,2.05,6,2980,,,,,,0,0,0,0
Tiny Thompson,/players/t/thompti01.html,1937,BOS,/teams/BOS/1937.html,33,48,,23,18,7,110,,,,2.22,6,2970,,,,,,0,0,0,0
Alex Wood,/players/w/woodal01.html,1937,NYA,/teams/NYA/1937.html,26,1,,0,1,0,3,,,,2.57,0,70,,,,,,0,0,0,0
Roy Worters,/players/w/wortero01.html,1937,NYA,/teams/NYA/1937.html,36,23,,6,14,3,69,,,,2.90,2,1430,,,,,,0,0,0,0
Bill Beveridge,/players/b/beverbi01.html,1938,MTM,/teams/MTM/1938.html,28,48,,12,30,6,149,,,,3.00,2,2980,,,,,,0,0,0,0
Turk Broda,/players/b/brodatu01.html,1938,TOR,/teams/TOR/1938.html,23,48,,24,15,9,127,,,,2.56,6,2980,,,,,,0,0,0,0
Wilf Cude,/players/c/cudewi01.html,1938,MTL,/teams/MTL/1938.html,27,47,,18,17,12,126,,,,2.53,3,2990,,,,,,0,0,0,0
Jimmy Franks,/players/f/frankji01.html,1938,DET,/teams/DET/1938.html,23,1,,1,0,0,3,,,,3.00,0,60,,,,,,0,0,0,0
Paul Gauthier,/players/g/gauthpa01.html,1938,MTL,/teams/MTL/1938.html,22,1,,0,0,1,2,,,,1.71,0,70,,,,,,0,0,0,0
Mike Karakas,/players/k/karakmi01.html,1938,CBH,/teams/CBH/1938.html,26,48,,14,25,9,139,,,,2.80,1,2980,,,,,,0,0,0,0
Dave Kerr,/players/k/kerrda01.html,1938,NYR,/teams/NYR/1938.html,28,48,,27,15,6,96,,,,1.95,8,2960,,,,,,0,0,0,0
Earl Robertson,/players/r/roberea01.html,1938,NYA,/teams/NYA/1938.html,27,48,,19,18,11,111,,,,2.22,6,3000,,,,,,0,0,0,0
Normie Smith,/players/s/smithno01.html,1938,DET,/teams/DET/1938.html,29,47,,11,25,11,130,,,,2.66,3,2930,,,,,,0,0,0,0
Tiny Thompson,/players/t/thompti01.html,1938,BOS,/teams/BOS/1938.html,34,48,,30,11,7,89,,,,1.80,7,2970,,,,,,0,0,0,0
Claude Bourque,/players/b/bourqcl01.html,1939,MTL,/teams/MTL/1939.html,23,25,,7,13,5,69,,,,2.65,2,1560,,,,,,0,0,0,0
Frank Brimsek,/players/b/brimsfr01.html,1939,BOS,/teams/BOS/1939.html,23,43,,33,9,1,68,,,,1.56,10,2610,,,,,,0,0,0,0
Turk Broda,/players/b/brodatu01.html,1939,TOR,/teams/TOR/1939.html,24,48,,19,20,9,107,,,,2.15,8,2990,,,,,,0,0,0,0
Charlie Conacher,/players/c/conacch01.html,1939,DET,/teams/DET/1939.html,29,1,,0,0,0,0,,,,0.00,0,3,,,,,,8,15,23,39
Wilf Cude,/players/c/cudewi01.html,1939,MTL,/teams/MTL/1939.html,28,23,,8,11,4,77,,,,3.21,2,1440,,,,,,0,0,0,0
Roger Jenkins,/players/j/jenkiro01.html,1939,,,27,1,,0,1,0,7,,,,14.00,0,30,,,,,,2,2,4,6
Mike Karakas,/players/k/karakmi01.html,1939,CBH,/teams/CBH/1939.html,27,48,,12,28,8,132,,,,2.65,5,2988,,,,,,0,0,0,2
Dave Kerr,/players/k/kerrda01.html,1939,NYR,/teams/NYR/1939.html,29,48,,26,16,6,105,,,,2.12,6,2970,,,,,,0,0,0,0
Alfie Moore,/players/m/mooreal01.html,1939,NYA,/teams/NYA/1939.html,33,2,,0,2,0,14,,,,7.00,0,120,,,,,,0,0,0,0
Earl Robertson,/players/r/roberea01.html,1939,NYA,/teams/NYA/1939.html,28,46,,17,18,10,136,,,,2.86,3,2850,,,,,,0,0,0,0
Normie Smith,/players/s/smithno01.html,1939,DET,/teams/DET/1939.html,30,4,,0,4,0,12,,,,3.00,0,240,,,,,,0,0,0,0
Harvey Teno,/players/t/tenoha01.html,1939,DET,/teams/DET/1939.html,23,5,,2,3,0,15,,,,3.00,0,300,,,,,,0,0,0,0
Tiny Thompson,/players/t/thompti01.html,1939,,,35,44,,19,18,7,109,,,,2.42,4,2707,,,,,,0,0,0,0
Claude Bourque,/players/b/bourqcl01.html,1940,,,24,37,,9,25,3,124,,,,3.28,2,2270,,,,,,0,0,0,0
Frank Brimsek,/players/b/brimsfr01.html,1940,BOS,/teams/BOS/1940.html,24,48,,31,12,5,98,,,,1.99,6,2950,,,,,,0,0,0,0
Turk Broda,/players/b/brodatu01.html,1940,TOR,/teams/TOR/1940.html,25,47,,25,17,5,108,,,,2.23,4,2900,,,,,,0,0,0,0
Wilf Cude,/players/c/cudewi01.html,1940,MTL,/teams/MTL/1940.html,29,7,,1,5,1,24,,,,3.47,0,415,,,,,,0,0,0,0
Paul Goodman,/players/g/goodmpa01.html,1940,CBH,/teams/CBH/1940.html,34,31,,16,10,5,62,,,,1.94,4,1920,,,,,,0,0,0,0
Mike Karakas,/players/k/karakmi01.html,1940,,,28,22,,7,13,2,76,,,,3.35,0,1360,,,,,,0,0,0,0
Dave Kerr,/players/k/kerrda01.html,1940,NYR,/teams/NYR/1940.html,30,48,,27,11,10,77,,,,1.54,8,3000,,,,,,0,0,0,0
Alfie Moore,/players/m/mooreal01.html,1940,DET,/teams/DET/1940.html,34,1,,0,1,0,3,,,,3.00,0,60,,,,,,0,0,0,0
Earl Robertson,/players/r/roberea01.html,1940,NYA,/teams/NYA/1940.html,29,48,,15,29,4,140,,,,2.84,6,2960,,,,,,0,0,0,0
Charlie Sands,/players/s/sandsch01.html,1940,MTL,/teams/MTL/1940.html,28,1,,0,0,0,5,,,,12.00,0,25,,,,,,9,20,29,10
Phil Stein,/players/s/steinph01.html,1940,TOR,/teams/TOR/1940.html,26,1,,0,0,1,2,,,,1.71,0,70,,,,,,0,0,0,0
Tiny Thompson,/players/t/thompti01.html,1940,DET,/teams/DET/1940.html,36,46,,16,24,6,120,,,,2.54,3,2830,,,,,,0,0,0,0
Paul Bibeault,/players/b/bibeapa01.html,1941,MTL,/teams/MTL/1941.html,21,4,,1,2,0,15,,,,4.29,0,210,,,,,,0,0,0,0
Andy Branigan,/players/b/branian01.html,1941,NYA,/teams/NYA/1941.html,18,1,,0,0,0,0,,,,0.00,0,7,,,,,,1,0,1,5
Frank Brimsek,/players/b/brimsfr01.html,1941,BOS,/teams/BOS/1941.html,25,48,,27,8,13,102,,,,2.01,6,3040,,,,,,0,0,0,0
Turk Broda,/players/b/brodatu01.html,1941,TOR,/teams/TOR/1941.html,26,48,,28,14,6,99,,,,2.00,5,2970,,,,,,0,0,0,0
Wilf Cude,/players/c/cudewi01.html,1941,MTL,/teams/MTL/1941.html,30,3,,2,1,0,13,,,,4.33,0,180,,,,,,0,0,0,0
Bert Gardiner,/players/g/gardibe01.html,1941,MTL,/teams/MTL/1941.html,27,42,,13,23,6,119,,,,2.75,1,2600,,,,,,0,0,0,0
Paul Goodman,/players/g/goodmpa01.html,1941,CBH,/teams/CBH/1941.html,35,21,,7,10,4,55,,,,2.50,2,1320,,,,,,0,0,0,0
Dave Kerr,/players/k/kerrda01.html,1941,NYR,/teams/NYR/1941.html,31,48,,21,19,8,125,,,,2.49,2,3010,,,,,,0,0,0,0
Sam LoPresti,/players/l/lopresa01.html,1941,CBH,/teams/CBH/1941.html,24,27,,9,15,3,84,,,,3.02,1,1670,,,,,,0,0,0,0
Johnny Mowers,/players/m/mowerjo01.html,1941,DET,/teams/DET/1941.html,24,48,,21,16,11,102,,,,2.01,4,3040,,,,,,0,0,0,0
Chuck Rayner,/players/r/raynech01.html,1941,NYA,/teams/NYA/1941.html,20,12,,2,7,3,44,,,,3.42,0,773,,,,,,0,0,0,0
Earl Robertson,/players/r/roberea01.html,1941,NYA,/teams/NYA/1941.html,30,36,,6,22,8,142,,,,3.77,1,2260,,,,,,0,0,0,0
Paul Bibeault,/players/b/bibeapa01.html,1942,MTL,/teams/MTL/1942.html,22,38,,17,19,2,131,,,,3.30,1,2380,,,,,,0,0,0,0
Frank Brimsek,/players/b/brimsfr01.html,1942,BOS,/teams/BOS/1942.html,26,47,,24,17,6,115,,,,2.35,3,2930,,,,,,0,0,0,0
Turk Broda,/players/b/brodatu01.html,1942,TOR,/teams/TOR/1942.html,27,48,,27,18,3,136,,,,2.76,6,2960,,,,,,0,0,0,0
Nick Damore,/players/d/damorni01.html,1942,BOS,/teams/BOS/1942.html,25,1,,1,0,0,3,,,,3.00,0,60,,,,,,0,0,0,0
Bill Dickie,/players/d/dickibi01.html,1942,CBH,/teams/CBH/1942.html,25,1,,1,0,0,3,,,,3.00,0,60,,,,,,0,0,0,0
Bert Gardiner,/players/g/gardibe01.html,1942,MTL,/teams/MTL/1942.html,28,10,,1,8,1,42,,,,4.06,0,620,,,,,,0,0,0,0
Jim Henry,/players/h/henryji01.html,1942,NYR,/teams/NYR/1942.html,21,48,,29,17,2,143,,,,2.90,1,2960,,,,,,0,0,0,0
Sam LoPresti,/players/l/lopresa01.html,1942,CBH,/teams/CBH/1942.html,25,47,,21,23,3,152,,,,3.19,3,2860,,,,,,0,0,0,0
Johnny Mowers,/players/m/mowerjo01.html,1942,DET,/teams/DET/1942.html,25,47,,19,25,3,144,,,,3.00,5,2880,,,,,,0,1,1,0
Chuck Rayner,/players/r/raynech01.html,1942,BRO,/teams/BRO/1942.html,21,36,,13,21,2,129,,,,3.47,1,2230,,,,,,0,0,0,0
Earl Robertson,/players/r/roberea01.html,1942,BRO,/teams/BRO/1942.html,31,12,,3,8,1,46,,,,3.68,0,750,,,,,,0,0,0,0
Joe Turner,/players/t/turnejo01.html,1942,DET,/teams/DET/1942.html,22,1,,0,0,1,3,,,,2.57,0,70,,,,,,0,0,0,0
Bill Beveridge,/players/b/beverbi01.html,1943,NYR,/teams/NYR/1943.html,33,17,,4,10,3,89,,,,5.24,1,1020,,,,,,0,0,0,0
Paul Bibeault,/players/b/bibeapa01.html,1943,MTL,/teams/MTL/1943.html,23,50,,19,19,12,191,,,,3.81,1,3010,,,,,,0,0,0,0
Lionel Bouvrette,/players/b/bouvrli01.html,1943,NYR,/teams/NYR/1943.html,28,1,,0,1,0,6,,,,6.00,0,60,,,,,,0,0,0,0
Frank Brimsek,/players/b/brimsfr01.html,1943,BOS,/teams/BOS/1943.html,27,50,,24,17,9,176,,,,3.52,1,3000,,,,,,0,0,0,0
Turk Broda,/players/b/brodatu01.html,1943,TOR,/teams/TOR/1943.html,28,50,,22,19,9,159,,,,3.18,1,3000,,,,,,0,0,0,0
Steve Buzinski,/players/b/buzinst01.html,1943,NYR,/teams/NYR/1943.html,25,9,,2,6,1,55,,,,5.89,0,560,,,,,,0,0,0,0
Jimmy Franks,/players/f/frankji01.html,1943,NYR,/teams/NYR/1943.html,28,23,,5,14,4,103,,,,4.48,0,1380,,,,,,0,0,0,0
Bert Gardiner,/players/g/gardibe01.html,1943,CBH,/teams/CBH/1943.html,29,50,,17,18,15,180,,,,3.58,1,3020,,,,,,0,0,0,0
Johnny Mowers,/players/m/mowerjo01.html,1943,DET,/teams/DET/1943.html,26,50,,25,14,11,124,,,,2.47,6,3010,,,,,,0,0,0,0
George Abbott,/players/a/abbotge01.html,1944,BOS,/teams/BOS/1944.html,32,1,,0,1,0,7,,,,7.00,0,60,,,,,,0,0,0,0
Paul Bibeault,/players/b/bibeapa01.html,1944,TOR,/teams/TOR/1944.html,24,29,,13,14,2,87,,,,3.00,5,1740,,,,,,0,0,0,0
Maurice Courteau,/players/c/courtma01.html,1944,BOS,/teams/BOS/1944.html,23,6,,2,4,0,33,,,,5.50,0,360,,,,,,0,0,0,0
Connie Dion,/players/d/dionco01.html,1944,DET,/teams/DET/1944.html,25,26,,17,7,2,80,,,,3.08,1,1560,,,,,,0,0,0,0
Bill Durnan,/players/d/durnabi01.html,1944,MTL,/teams/MTL/1944.html,28,50,,38,5,7,109,,,,2.18,2,3000,,,,,,0,0,0,0
Jimmy Franks,/players/f/frankji01.html,1944,,,29,18,,6,9,3,75,,,,4.17,1,1080,,,,,,0,0,0,0
Bert Gardiner,/players/g/gardibe01.html,1944,BOS,/teams/BOS/1944.html,30,41,,17,19,5,212,,,,5.17,1,2460,,,,,,0,1,1,0
Benny Grant,/players/g/grantbe01.html,1944,,,35,21,,9,10,2,93,,,,4.43,0,1260,,,,,,0,0,0,0
Hec Highton,/players/h/highthe01.html,1944,CBH,/teams/CBH/1944.html,20,24,,10,14,0,108,,,,4.50,0,1440,,,,,,0,0,0,0
Mike Karakas,/players/k/karakmi01.html,1944,CBH,/teams/CBH/1944.html,32,26,,12,9,5,79,,,,3.04,3,1560,,,,,,0,0,0,0
Harry Lumley,/players/l/lumleha01.html,1944,,,17,3,,0,2,0,13,,,,5.57,0,140,,,,,,0,0,0,0
Jean Marois,/players/m/maroije01.html,1944,TOR,/teams/TOR/1944.html,19,1,,1,0,0,4,,,,4.00,0,60,,,,,,0,0,0,0
Ken McAuley,/players/m/mcaulke01.html,1944,NYR,/teams/NYR/1944.html,23,50,,6,39,5,310,,,,6.24,0,2980,,,,,,0,0,0,0
Normie Smith,/players/s/smithno01.html,1944,DET,/teams/DET/1944.html,35,5,,3,1,1,15,,,,3.00,0,300,,,,,,0,0,0,0
Harvey Bennett,/players/b/benneha01.html,1945,BOS,/teams/BOS/1945.html,19,25,,10,12,2,103,,,,4.20,0,1470,,,,,,0,0,0,0
Paul Bibeault,/players/b/bibeapa01.html,1945,BOS,/teams/BOS/1945.html,25,26,,6,18,2,116,,,,4.55,0,1530,,,,,,0,0,0,0
Connie Dion,/players/d/dionco01.html,1945,DET,/teams/DET/1945.html,26,12,,6,4,2,39,,,,3.25,0,720,,,,,,0,0,0,0
Bill Durnan,/players/d/durnabi01.html,1945,MTL,/teams/MTL/1945.html,29,50,,38,8,4,121,,,,2.42,1,3000,,,,,,0,0,0,0
Mike Karakas,/players/k/karakmi01.html,1945,CBH,/teams/CBH/1945.html,33,48,,12,29,7,187,,,,3.90,4,2880,,,,,,0,1,1,0
Harry Lumley,/players/l/lumleha01.html,1945,DET,/teams/DET/1945.html,18,37,,24,10,3,119,,,,3.22,1,2220,,,,,,0,0,0,0
Ken McAuley,/players/m/mcaulke01.html,1945,NYR,/teams/NYR/1945.html,24,46,,11,25,10,227,,,,4.93,1,2760,,,,,,0,0,0,0
Frank McCool,/players/m/mccoofr01.html,1945,TOR,/teams/TOR/1945.html,26,50,,24,22,4,161,,,,3.22,4,3000,,,,,,0,0,0,0
Normie Smith,/players/s/smithno01.html,1945,DET,/teams/DET/1945.html,36,1,,1,0,0,3,,,,3.00,0,60,,,,,,0,0,0,0
Doug Stevenson,/players/s/stevedo01.html,1945,,,20,6,,1,5,0,27,,,,4.50,0,360,,,,,,0,0,0,0
Baz Bastien,/players/b/bastiba01.html,1946,TOR,/teams/TOR/1946.html,26,5,,0,4,1,20,,,,4.00,0,300,,,,,,0,0,0,0
Gordie Bell,/players/b/bellgo01.html,1946,TOR,/teams/TOR/1946.html,20,8,,3,5,0,31,,,,3.87,0,480,,,,,,0,0,0,0
Paul Bibeault,/players/b/bibeapa01.html,1946,,,26,26,,12,10,4,75,,,,2.88,2,1560,,,,,,0,0,0,0
Frank Brimsek,/players/b/brimsfr01.html,1946,BOS,/teams/BOS/1946.html,30,34,,16,14,4,111,,,,3.26,2,2040,,,,,,0,0,0,0
Turk Broda,/players/b/brodatu01.html,1946,TOR,/teams/TOR/1946.html,31,15,,6,6,3,53,,,,3.53,0,900,,,,,,0,0,0,0
Bill Durnan,/players/d/durnabi01.html,1946,MTL,/teams/MTL/1946.html,30,40,,24,11,5,104,,,,2.60,4,2400,,,,,,0,0,0,0
Jim Henry,/players/h/henryji01.html,1946,NYR,/teams/NYR/1946.html,25,11,,1,7,2,42,,,,4.04,1,623,,,,,,0,0,0,0
Mike Karakas,/players/k/karakmi01.html,1946,CBH,/teams/CBH/1946.html,34,48,,22,19,7,166,,,,3.46,1,2880,,,,,,0,0,0,5
Harry Lumley,/players/l/lumleha01.html,1946,DET,/teams/DET/1946.html,19,50,,20,20,10,159,,,,3.18,2,3000,,,,,,0,0,0,6
Frank McCool,/players/m/mccoofr01.html,1946,TOR,/teams/TOR/1946.html,27,22,,10,9,3,81,,,,3.68,0,1320,,,,,,0,0,0,5
Chuck Rayner,/players/r/raynech01.html,1946,NYR,/teams/NYR/1946.html,25,40,,12,21,7,149,,,,3.76,1,2377,,,,,,0,0,0,6
Doug Stevenson,/players/s/stevedo01.html,1946,CBH,/teams/CBH/1946.html,21,2,,1,1,0,12,,,,6.00,0,120,,,,,,0,0,0,0
Red Almas,/players/a/almasre01.html,1947,DET,/teams/DET/1947.html,22,1,,0,1,0,5,,,,5.00,0,60,,,,,,0,0,0,0
Paul Bibeault,/players/b/bibeapa01.html,1947,CBH,/teams/CBH/1947.html,27,41,,13,25,3,170,,,,4.15,1,2460,,,,,,0,0,0,2
Frank Brimsek,/players/b/brimsfr01.html,1947,BOS,/teams/BOS/1947.html,31,60,,26,23,11,175,,,,2.92,3,3600,,,,,,0,0,0,2
Turk Broda,/players/b/brodatu01.html,1947,TOR,/teams/TOR/1947.html,32,60,,31,19,10,172,,,,2.87,4,3600,,,,,,0,0,0,0
Bill Durnan,/players/d/durnabi01.html,1947,MTL,/teams/MTL/1947.html,31,60,,34,16,10,138,,,,2.30,4,3600,,,,,,0,0,0,0
Emile Francis,/players/f/francem01.html,1947,CBH,/teams/CBH/1947.html,20,19,,6,12,1,104,,,,5.47,0,1140,,,,,,0,0,0,0
Jim Henry,/players/h/henryji01.html,1947,NYR,/teams/NYR/1947.html,26,2,,0,2,0,9,,,,4.50,0,120,,,,,,0,0,0,0
Harry Lumley,/players/l/lumleha01.html,1947,DET,/teams/DET/1947.html,20,52,,22,20,10,159,,,,3.06,3,3120,,,,,,0,0,0,4
Johnny Mowers,/players/m/mowerjo01.html,1947,DET,/teams/DET/1947.html,30,7,,0,6,1,29,,,,4.14,0,420,,,,,,0,0,0,2
Chuck Rayner,/players/r/raynech01.html,1947,NYR,/teams/NYR/1947.html,26,58,,22,30,6,177,,,,3.05,5,3480,,,,,,0,0,0,0
Frank Brimsek,/players/b/brimsfr01.html,1948,BOS,/teams/BOS/1948.html,32,60,,23,24,13,168,,,,2.80,3,3600,,,,,,0,0,0,0
Turk Broda,/players/b/brodatu01.html,1948,TOR,/teams/TOR/1948.html,33,60,,32,15,13,143,,,,2.38,5,3600,,,,,,0,0,0,2
Bob DeCourcy,/players/d/decoubo01.html,1948,NYR,/teams/NYR/1948.html,20,1,,0,1,0,6,,,,12.41,0,29,,,,,,0,0,0,0
Bill Durnan,/players/d/durnabi01.html,1948,MTL,/teams/MTL/1948.html,32,59,,20,28,10,162,,,,2.77,5,3505,,,,,,0,0,0,5
Emile Francis,/players/f/francem01.html,1948,CBH,/teams/CBH/1948.html,21,54,,18,31,5,183,,,,3.39,1,3240,,,,,,0,0,0,6
Jim Henry,/players/h/henryji01.html,1948,NYR,/teams/NYR/1948.html,27,48,,17,18,13,153,,,,3.19,2,2880,,,,,,0,0,0,0
Doug Jackson,/players/j/jacksdo01.html,1948,CBH,/teams/CBH/1948.html,23,6,,2,3,1,42,,,,7.00,0,360,,,,,,0,0,0,0
Harry Lumley,/players/l/lumleha01.html,1948,DET,/teams/DET/1948.html,21,60,,30,18,12,147,,,,2.46,7,3592,,,,,,0,0,0,8
Tom McGrattan,/players/m/mcgrato01.html,1948,DET,/teams/DET/1948.html,20,1,,0,0,0,1,,,,7.50,0,8,,,,,,0,0,0,0
Gerry McNeil,/players/m/mcneige01.html,1948,MTL,/teams/MTL/1948.html,21,2,,0,1,1,7,,,,4.42,0,95,,,,,,0,0,0,0
Chuck Rayner,/players/r/raynech01.html,1948,NYR,/teams/NYR/1948.html,27,12,,4,7,0,42,,,,3.65,0,691,,,,,,0,0,0,0
Frank Brimsek,/players/b/brimsfr01.html,1949,BOS,/teams/BOS/1949.html,33,54,,26,20,8,147,,,,2.72,1,3240,,,,,,0,0,0,2
Turk Broda,/players/b/brodatu01.html,1949,TOR,/teams/TOR/1949.html,34,60,,22,25,13,161,,,,2.68,5,3600,,,,,,0,0,0,0
Les Colvin,/players/c/colvile01.html,1949,BOS,/teams/BOS/1949.html,27,1,,0,1,0,4,,,,4.00,0,60,,,,,,0,0,0,0
